id,category,year,rating,genre,certification,movies,degree
"Good Night, and Good Luck.",movie,2005,7.4,"Biography, Drama, History",PG,,3
John Leguizamo,actor,,,,,2,2
John Boyega,actor,,,,,2,2
Natascha McElhone,actor,,,,,1,2
J.A. Preston,actor,,,,,1,2
Ewan McGregor,actor,,,,,4,2
Emma Karwandy,actor,,,,,1,2
Sissy Spacek,actor,,,,,1,2
Rainn Wilson,actor,,,,,12,1
TMNT,movie,2007,6.2,"Animation, Action, Adventure",PG,,3
Crazy Heart,movie,2009,7.2,"Drama, Music, Romance",R,,3
The Book of Eli,movie,2010,6.8,"Action, Adventure, Drama",R,,3
The Big Bounce,movie,2004,4.9,"Comedy, Crime",PG-13,,3
André Penvern,actor,,,,,1,2
The Da Vinci Code,movie,2006,6.6,"Mystery, Thriller",PG-13,,3
Winnie the Pooh,movie,2011,7.1,"Animation, Adventure, Comedy",G,,3
Patrick Dempsey,actor,,,,,1,2
Confidence,movie,2003,6.6,"Crime, Thriller",R,,3
Andrea Bendewald,actor,,,,,1,2
Michael Clarke Duncan,actor,,,,,1,2
Tony Goldwyn,actor,,,,,2,2
Moneyball,movie,2011,7.6,"Biography, Drama, Sport",PG-13,,3
Ben Stiller,actor,,,,,8,2
Se7en,movie,1995,8.6,"Crime, Drama, Mystery",R,,3
Jim Moody,actor,,,,,1,2
Edward Burns,actor,,,,,4,2
Jai Courtney,actor,,,,,1,2
Brian Kerwin,actor,,,,,1,2
Eddie Byrne,actor,,,,,1,2
Sean Faris,actor,,,,,2,2
Bruce Greenwood,actor,,,,,1,2
T.J. Miller,actor,,,,,2,2
Lionel Stander,actor,,,,,1,2
Fairuza Balk,actor,,,,,2,2
Alex Jennings,actor,,,,,1,2
Rosario Dawson,actor,,,,,3,2
Pankaj Tripathi,actor,,,,,4,2
Rhys Ifans,actor,,,,,3,2
Shiladitya Sen,actor,,,,,1,1
Batman,movie,1989,7.5,"Action, Adventure",PG-13,,3
Mia Sara,actor,,,,,1,2
Dan Aykroyd,actor,,,,,4,2
We Are Marshall,movie,2006,7.0,"Drama, Sport",PG,,3
The Phantom of the Opera,movie,2004,7.2,"Drama, Musical, Romance",PG-13,,3
Sweet November,movie,2001,6.7,"Drama, Romance",PG-13,,3
Hard Rain,movie,1998,5.9,"Action, Crime, Drama",R,,3
Inkheart,movie,2008,6.1,"Adventure, Family, Fantasy",PG,,3
Harry Belafonte,actor,,,,,1,2
Famke Janssen,actor,,,,,1,2
Garret Dillahunt,actor,,,,,2,2
Sinbad: Legend of the Seven Seas,movie,2003,6.7,"Animation, Adventure, Comedy",PG,,3
The Island,movie,2005,6.8,"Action, Sci-Fi, Thriller",PG-13,,3
High Spirits,movie,1988,5.7,"Comedy, Fantasy",PG-13,,3
Fury,movie,2014,7.6,"Action, Drama, War",R,,3
Kevin Dunn,actor,,,,,1,2
Ashley Jensen,actor,,,,,1,2
Middle Men,movie,2009,6.8,"Comedy, Crime, Drama",R,,3
The Horse Whisperer,movie,1998,6.7,"Drama, Romance, Western",PG-13,,3
Hollywoodland,movie,2006,6.5,"Biography, Crime, Drama",R,,3
Rob Brown,actor,,,,,1,2
Anna Kendrick,actor,,,,,4,2
Amanda Seyfried,actor,,,,,21,1
Picture Perfect,movie,1997,5.5,"Comedy, Drama, Romance",PG-13,,1
Mr. Brooks,movie,2007,7.3,"Crime, Drama, Mystery",R,,3
James McAvoy,actor,,,,,27,1
Alex Fisher,actor,,,,,1,2
Rhona Mitra,actor,,,,,2,2
Carlito's Way,movie,1993,7.9,"Crime, Drama, Thriller",R,,3
Blood Creek,movie,2009,5.3,Horror,R,,3
Edward Herrmann,actor,,,,,1,2
Djimon Hounsou,actor,,,,,11,1
Cloris Leachman,actor,,,,,2,2
Elya Baskin,actor,,,,,1,2
Christopher Lloyd,actor,,,,,3,2
Emilio Estevez,actor,,,,,4,2
Jason Patric,actor,,,,,8,1
Sean Lynch,actor,,,,,1,2
An Nguyen,actor,,,,,1,2
Malin Akerman,actor,,,,,1,2
Sharon Stone,actor,,,,,6,2
Olivia DeJonge,actor,,,,,1,2
Rade Serbedzija,actor,,,,,3,2
Jake Weber,actor,,,,,1,2
Isaiah Stone,actor,,,,,1,2
Joel Grey,actor,,,,,1,2
Ellie Raab,actor,,,,,1,2
The Grudge,movie,2004,5.9,"Horror, Mystery, Thriller",PG-13,,3
The Old Guard,movie,2020,6.7,"Action, Thriller",R,,3
Sebastian Rice-Edwards,actor,,,,,1,2
Heist,movie,2015,6.1,"Action, Crime, Drama",R,,3
The Pink Panther 2,movie,2009,5.6,"Action, Adventure, Comedy",PG,,3
Snow Angels,movie,2007,6.8,"Crime, Drama, Romance",R,,3
Looney Tunes: Back in Action,movie,2003,5.8,"Animation, Adventure, Comedy",PG,,3
Cherry Miko,actor,,,,,1,2
Dracula,movie,1979,6.5,"Drama, Horror, Romance",R,,3
Lily Tomlin,actor,,,,,2,2
Holy Man,movie,1998,4.9,"Comedy, Drama",PG,,3
She's Funny That Way,movie,2014,6.1,"Comedy, Drama",R,,3
Charlie Bewley,actor,,,,,1,2
Ludo,movie,2020,7.6,"Action, Comedy, Crime",TV-MA,,3
The Object of My Affection,movie,1998,6.0,"Comedy, Drama, Romance",R,,3
Sarah Polley,actor,,,,,2,2
Heather Graham,actor,,,,,1,2
Renée Zellweger,actor,,,,,6,2
Gwen Eckhaus,actor,,,,,1,2
Gael García Bernal,actor,,,,,3,2
Hugo Weaving,actor,,,,,1,2
Zoe Saldana,actor,,,,,2,2
Charles Baker,actor,,,,,1,2
Jason Beghe,actor,,,,,1,2
Jeanne Tripplehorn,actor,,,,,1,2
Matthew Fox,actor,,,,,2,2
The Falcon and the Snowman,movie,1985,6.8,"Biography, Crime, Drama",R,,3
Simon Birch,movie,1998,6.8,"Comedy, Drama, Family",PG,,3
Paul Walter Hauser,actor,,,,,1,2
Amy Smart,actor,,,,,2,2
12 Years a Slave,movie,2013,8.1,"Biography, Drama, History",R,,3
Trapped,movie,2002,6.1,"Action, Crime, Drama",R,,1
Everyone Says I Love You,movie,1996,6.7,"Comedy, Musical, Romance",R,,3
Aishwarya Rai Bachchan,actor,,,,,1,2
Bridget Jones: The Edge of Reason,movie,2004,6.0,"Comedy, Drama, Romance",R,,3
David Thewlis,actor,,,,,1,2
Nothing But the Truth,movie,2008,7.1,"Crime, Drama, Mystery",R,,3
Cherry Falls,movie,1999,5.2,"Horror, Mystery, Thriller",R,,3
Chris Elliott,actor,,,,,1,2
Dan O'Herlihy,actor,,,,,1,2
Michael Madsen,actor,,,,,1,2
Kathryn Newton,actor,,,,,2,2
Joe Pantoliano,actor,,,,,1,2
Kathryn Hahn,actor,,,,,1,2
Benjamin Hollingsworth,actor,,,,,1,2
One Crazy Summer,movie,1986,6.3,"Comedy, Romance",PG,,3
Bagavathi Perumal,actor,,,,,1,2
Rosie Shaw,actor,,,,,1,2
The Space Between Us,movie,2017,6.4,"Drama, Romance, Sci-Fi",PG-13,,3
Cameron Diaz,actor,,,,,12,2
Alana Haim,actor,,,,,1,2
The Whistleblower,movie,2010,7.1,"Biography, Crime, Drama",R,,3
Frances O'Connor,actor,,,,,2,2
Tina Majorino,actor,,,,,1,2
Michael Jai White,actor,,,,,1,2
Victor Slezak,actor,,,,,1,2
Jessica Barth,actor,,,,,1,2
Shame,movie,2011,7.2,Drama,NC-17,,3
The Big Green,movie,1995,5.5,"Comedy, Family, Sport",PG,,3
Poseidon,movie,2006,5.7,"Action, Adventure, Thriller",PG-13,,3
Michael Tucker,actor,,,,,1,2
Benoît Magimel,actor,,,,,1,2
Along Came Polly,movie,2004,6.0,"Comedy, Romance",PG-13,,3
James Spader,actor,,,,,2,2
Asteroid City,movie,2023,6.6,"Comedy, Drama, Romance",PG-13,,3
Rock Star,movie,2001,6.3,"Drama, Music",R,,3
Jon Finch,actor,,,,,1,2
Willem Dafoe,actor,,,,,3,2
Ruth Negga,actor,,,,,1,2
The In-Laws,movie,2003,5.7,"Action, Comedy, Thriller",PG-13,,3
Jennifer Love Hewitt,actor,,,,,1,2
Chloë Grace Moretz,actor,,,,,4,2
Fran Drescher,actor,,,,,1,2
Lions for Lambs,movie,2007,6.2,"Crime, Drama, Mystery",R,,3
Eric Gurry,actor,,,,,1,2
Mae Whitman,actor,,,,,1,2
Four Weddings and a Funeral,movie,1994,7.1,"Comedy, Drama, Romance",R,,3
Sophie Okonedo,actor,,,,,2,2
Weird Science,movie,1985,6.6,"Comedy, Romance, Sci-Fi",PG-13,,3
A Prayer Before Dawn,movie,2017,6.8,"Action, Biography, Crime",R,,3
Short Cuts,movie,1993,7.7,"Comedy, Drama",R,,3
Legend,movie,1985,6.3,"Adventure, Fantasy, Romance",PG,,3
Idris Elba,actor,,,,,1,2
The Shining,movie,1980,8.4,"Drama, Horror",R,,3
Once Upon a Time in Hollywood,movie,2019,7.6,"Comedy, Drama",R,,3
Look Who's Talking,movie,1989,5.9,Comedy,PG-13,,3
Clive Owen,actor,,,,,5,2
Jack Carson,actor,,,,,1,2
Steve Coogan,actor,,,,,1,2
Robert Knepper,actor,,,,,1,2
Jon Bon Jovi,actor,,,,,1,2
Frequency,movie,2000,7.4,"Crime, Drama, Mystery",PG-13,,3
Graham Greene,actor,,,,,1,2
The Cure,movie,1995,7.7,"Adventure, Drama",PG-13,,3
The Secret Life of Words,movie,2005,7.4,"Drama, Romance",Not Rated,,3
Alexander England,actor,,,,,1,2
The Woodsman,movie,2004,7.2,Drama,R,,1
Green Card,movie,1990,6.3,"Comedy, Drama, Romance",PG-13,,3
The Little Prince,movie,2015,7.7,"Animation, Adventure, Drama",PG,,3
Winona Ryder,actor,,,,,5,2
Ruocheng Ying,actor,,,,,1,2
Leelee Sobieski,actor,,,,,1,2
The Road,movie,2009,7.2,"Drama, Thriller",R,,3
I Care a Lot,movie,2020,6.4,"Comedy, Crime, Drama",R,,3
The Gingerbread Man,movie,1998,5.7,"Crime, Mystery, Thriller",R,,3
A Goofy Movie,movie,1995,6.9,"Animation, Adventure, Comedy",G,,3
Fight Club,movie,1999,8.8,Drama,R,,3
Olympia Dukakis,actor,,,,,5,1
Maggie Steed,actor,,,,,1,2
Nicholas Hoult,actor,,,,,5,2
A Million Ways to Die in the West,movie,2014,6.1,"Comedy, Western",R,,3
Fred Gwynne,actor,,,,,1,2
António Assunção,actor,,,,,1,2
Bill Pullman,actor,,,,,4,2
A League of Their Own,movie,1992,7.3,"Comedy, Drama, Sport",PG,,3
Must Love Dogs,movie,2005,5.9,"Comedy, Romance",PG-13,,3
Far and Away,movie,1992,6.6,"Adventure, Drama, Romance",PG-13,,3
Alicia Vikander,actor,,,,,2,2
Shawn Doyle,actor,,,,,1,2
Romy Rosemont,actor,,,,,1,2
John Randolph,actor,,,,,2,2
Bill Paxton,actor,,,,,18,1
Anger Management,movie,2003,6.2,Comedy,PG-13,,3
Eddie Griffin,actor,,,,,1,2
Bela Lugosi,actor,,,,,1,2
Tremors,movie,1990,7.1,"Comedy, Horror",PG-13,,1
Colin Farrell,actor,,,,,6,2
Joel Murray,actor,,,,,1,2
Vincent Gallo,actor,,,,,1,2
Mary Woronov,actor,,,,,1,2
Mission: Impossible III,movie,2006,6.9,"Action, Adventure, Thriller",PG-13,,3
Southern Comfort,movie,1981,7.1,"Action, Thriller",R,,3
Yvonne Furneaux,actor,,,,,1,2
The Game Plan,movie,2007,6.4,"Comedy, Family, Sport",PG,,3
Europa Report,movie,2013,6.4,"Adventure, Drama, Mystery",PG-13,,3
Milo Ventimiglia,actor,,,,,1,2
The Switch,movie,2010,6.1,"Comedy, Drama, Romance",PG-13,,3
Jason Alexander,actor,,,,,2,2
Sicario: Day of the Soldado,movie,2018,7.1,"Action, Crime, Drama",R,,3
Rita Wilson,actor,,,,,2,2
Oldboy,movie,2013,5.8,"Action, Drama, Mystery",R,,3
Bryan Brown,actor,,,,,1,2
Daddy's Home 2,movie,2017,6.0,Comedy,PG-13,,3
Heather O'Rourke,actor,,,,,1,2
Om Puri,actor,,,,,1,2
School Ties,movie,1992,6.9,Drama,PG-13,,3
Desperate Measures,movie,1998,6.1,"Action, Crime, Drama",R,,3
Man of Steel,movie,2013,7.1,"Action, Adventure, Sci-Fi",PG-13,,3
Norman Reedus,actor,,,,,2,2
Humphrey Bogart,actor,,,,,1,2
Chris Messina,actor,,,,,2,2
Only God Forgives,movie,2013,5.7,"Action, Crime, Drama",R,,3
Marlon Wayans,actor,,,,,2,2
Paul Lynde,actor,,,,,1,2
Scooby-Doo 2: Monsters Unleashed,movie,2004,5.2,"Adventure, Comedy, Family",PG,,3
The Importance of Being Earnest,movie,2002,6.8,"Comedy, Drama, Romance",PG,,3
Sully,movie,2016,7.4,"Biography, Drama",PG-13,,3
Wag the Dog,movie,1997,7.1,"Comedy, Drama",R,,3
Mary Reilly,movie,1996,5.8,"Drama, Horror, Romance",R,,3
Serenity,movie,2019,5.4,"Drama, Mystery, Thriller",R,,3
George Clooney,actor,,,,,14,2
Jane Fonda,actor,,,,,1,2
Julian Sands,actor,,,,,3,2
Lisa Bonet,actor,,,,,1,2
Gary Cockrell,actor,,,,,1,2
Caroline Kava,actor,,,,,1,2
Julian Glover,actor,,,,,1,2
David Graf,actor,,,,,3,2
Angelina Jolie,actor,,,,,6,2
Jason Flemyng,actor,,,,,1,2
Michael Nyqvist,actor,,,,,1,2
Sean Patrick Flanery,actor,,,,,1,2
Emily Robinson,actor,,,,,1,2
Dale Midkiff,actor,,,,,1,2
Sarah Silverman,actor,,,,,1,2
Joanna Cassidy,actor,,,,,1,2
Toy Story 3,movie,2010,8.3,"Animation, Adventure, Comedy",G,,3
Izabela Vidovic,actor,,,,,1,2
Blankman,movie,1994,5.0,"Action, Comedy, Crime",PG-13,,3
Joaquin Phoenix,actor,,,,,5,2
Olivia Burnette,actor,,,,,1,2
Lynn Redgrave,actor,,,,,1,2
Hope Lange,actor,,,,,1,2
Boris Karloff,actor,,,,,2,2
Bruce McGill,actor,,,,,2,2
Inside Llewyn Davis,movie,2013,7.4,"Drama, Music",R,,3
Marc Maron,actor,,,,,1,2
Candy Clark,actor,,,,,2,2
Dennis Miller,actor,,,,,1,2
Billy Lynn's Long Halftime Walk,movie,2016,6.2,"Action, Drama, Sport",R,,3
Treat Williams,actor,,,,,1,2
Russell Crowe,actor,,,,,4,2
The Parent Trap,movie,1998,6.6,"Adventure, Comedy, Drama",PG,,3
Marton Csokas,actor,,,,,2,2
City Hall,movie,1996,6.2,"Crime, Drama, Mystery",R,,3
Scott Wolf,actor,,,,,2,2
David Hoflin,actor,,,,,1,2
David Manners,actor,,,,,2,2
Robert Paterson,actor,,,,,1,2
Racing Stripes,movie,2005,5.2,"Adventure, Comedy, Drama",PG,,3
The Babe,movie,1992,5.9,"Biography, Drama, Sport",PG,,3
David Hayman,actor,,,,,4,1
D.O.A.,movie,1988,6.1,"Mystery, Thriller",R,,3
Derailed,movie,2005,6.6,"Crime, Drama, Thriller",R,,3
Mark Strong,actor,,,,,7,2
Noah Emmerich,actor,,,,,1,2
Raquel Welch,actor,,,,,1,2
Jay Chandrasekhar,actor,,,,,1,2
Rob Corddry,actor,,,,,1,2
Leslie Mann,actor,,,,,2,2
Little Monsters,movie,1989,6.0,"Adventure, Comedy, Family",PG,,3
Danny Trejo,actor,,,,,1,2
Luke Wilson,actor,,,,,15,1
Analyze That,movie,2002,5.9,"Comedy, Crime",R,,3
Father of the Bride,movie,2022,5.9,"Comedy, Drama, Romance",PG-13,,3
Mike Starr,actor,,,,,1,2
He's Just Not That Into You,movie,2009,6.4,"Comedy, Drama, Romance",PG-13,,3
Raising Cain,movie,1992,6.1,"Crime, Drama, Horror",R,,3
Kid Cannabis,movie,2014,6.4,"Biography, Comedy, Crime",Not Rated,,3
Kalifornia,movie,1993,6.7,"Crime, Drama, Thriller",R,,3
Days of Thunder,movie,1990,6.1,"Action, Drama, Sport",PG-13,,3
Sarah Jessica Parker,actor,,,,,3,2
Death Wish,movie,2018,6.3,"Action, Crime, Drama",R,,3
James Fleet,actor,,,,,1,2
Rufus Wright,actor,,,,,1,2
While We're Young,movie,2014,6.3,"Comedy, Drama",R,,3
Barry Primus,actor,,,,,1,2
Michael Collins,movie,1996,7.1,"Biography, Drama, Thriller",R,,3
Kevin Spacey,actor,,,,,7,2
Ralph Macchio,actor,,,,,2,2
Marion Cotillard,actor,,,,,4,2
Where the Crawdads Sing,movie,2022,7.2,"Drama, Mystery, Romance",PG-13,,3
Cary Elwes,actor,,,,,1,2
Charlotte Gainsbourg,actor,,,,,3,2
Seymour Cassel,actor,,,,,1,2
Audrey Tautou,actor,,,,,1,2
Lymelife,movie,2008,6.8,"Comedy, Drama, Romance",R,,3
Home Again,movie,2017,5.8,"Comedy, Drama, Romance",PG-13,,3
Glengarry Glen Ross,movie,1992,7.7,"Crime, Drama, Mystery",R,,3
Stanley Tucci,actor,,,,,6,2
Michael York,actor,,,,,1,2
Kimberly Elise,actor,,,,,1,2
Virginia Madsen,actor,,,,,1,2
Lil Rel Howery,actor,,,,,1,2
Eli Marienthal,actor,,,,,1,2
Alice Eve,actor,,,,,1,2
Cynthia Erivo,actor,,,,,1,2
Before I Go to Sleep,movie,2014,6.3,"Drama, Mystery, Thriller",R,,3
Shahid,movie,2012,8.2,"Biography, Drama",Not Rated,,3
Lincoln,movie,2012,7.3,"Biography, Drama, History",PG-13,,3
Undercover Brother,movie,2002,5.9,"Action, Comedy",PG-13,,3
Tim Thomerson,actor,,,,,1,2
Everybody's Fine,movie,2009,7.1,"Adventure, Drama",PG-13,,3
Jimmy Kimmel,actor,,,,,1,2
The Mummy,movie,2017,5.4,"Action, Adventure, Fantasy",PG-13,,3
Thandiwe Newton,actor,,,,,2,2
Matthew Perry,actor,,,,,1,2
Sean Hayes,actor,,,,,1,2
Herbert Lom,actor,,,,,1,2
Paul Giamatti,actor,,,,,5,2
Robert Prosky,actor,,,,,2,2
Kerry Condon,actor,,,,,1,2
Noël Coward,actor,,,,,1,2
Pete Postlethwaite,actor,,,,,1,2
Armored,movie,2009,5.7,"Action, Crime, Thriller",PG-13,,3
The Rocker,movie,2008,6.2,"Comedy, Music",PG-13,,3
Werner Herzog,actor,,,,,1,2
Storks,movie,2016,6.8,"Animation, Adventure, Comedy",PG,,3
Lily James,actor,,,,,2,2
Chris O'Donnell,actor,,,,,4,2
Ken Watanabe,actor,,,,,2,2
The Karate Kid,movie,2010,6.2,"Action, Drama, Family",PG,,3
Mako,actor,,,,,2,2
Aeryk Egan,actor,,,,,1,2
Peter Coyote,actor,,,,,1,2
Amy Madigan,actor,,,,,1,2
Year of the Dragon,movie,1985,6.8,"Action, Crime, Drama",R,,3
Escape from Planet Earth,movie,2012,5.8,"Animation, Adventure, Comedy",PG,,3
Austin Pendleton,actor,,,,,1,2
Emma Booth,actor,,,,,1,2
Danny Lloyd,actor,,,,,1,2
The Muse,movie,1999,5.7,Comedy,PG-13,,3
Sarah Dawn Pledge,actor,,,,,1,2
Donnie Yen,actor,,,,,1,2
Giovanni Ribisi,actor,,,,,3,2
Steven Robertson,actor,,,,,1,2
Billy Green Bush,actor,,,,,1,2
Brad Greenquist,actor,,,,,1,2
Fay Wray,actor,,,,,1,2
Yong Dong,actor,,,,,1,2
Kathleen Lloyd,actor,,,,,1,2
Secondhand Lions,movie,2003,7.5,"Comedy, Drama, Family",PG,,3
Saul Rubinek,actor,,,,,1,2
6 Underground,movie,2019,6.1,"Action, Thriller",R,,3
Hamlet 2,movie,2008,6.3,"Comedy, Music",R,,3
The Best of Enemies,movie,2019,7.3,"Biography, Drama, History",PG-13,,3
Toby Jones,actor,,,,,2,2
Astrid Bergès-Frisbey,actor,,,,,1,2
Samantha Morton,actor,,,,,4,2
Helen Hunt,actor,,,,,6,2
Julian Dennison,actor,,,,,1,2
Darrin Dewitt Henson,actor,,,,,1,2
The Express,movie,2008,7.2,"Biography, Drama, Sport",PG,,3
Dimple Kapadia,actor,,,,,1,2
Robert Mitchum,actor,,,,,1,2
Patrick Fabian,actor,,,,,1,2
Trumbo,movie,2015,7.4,"Biography, Drama",R,,3
Arturo Castro,actor,,,,,1,2
The Italian Job,movie,2003,7.0,"Action, Crime, Thriller",PG-13,,3
The People vs. Larry Flynt,movie,1996,7.3,"Biography, Drama",R,,3
Ocean's Eleven,movie,1960,6.5,"Comedy, Crime, Music",Approved,,3
Fireflies in the Garden,movie,2008,6.4,Drama,R,,3
Gunnar Björnstrand,actor,,,,,1,2
James Norton,actor,,,,,4,1
Armie Hammer,actor,,,,,2,2
Wild Things,movie,1998,6.6,"Crime, Drama, Mystery",R,,1
Stuart Graham,actor,,,,,1,2
Peter Brocco,actor,,,,,1,2
The Disappearance of Eleanor Rigby: Them,movie,2014,6.3,"Drama, Romance",R,,3
Sin City: A Dame to Kill For,movie,2014,6.5,"Action, Crime, Thriller",R,,3
Astro Boy,movie,2009,6.2,"Animation, Action, Adventure",PG,,3
Shelley Long,actor,,,,,1,2
Life,movie,2017,6.6,"Horror, Sci-Fi, Thriller",R,,3
Ian Abercrombie,actor,,,,,1,2
The War with Grandpa,movie,2020,5.7,"Comedy, Drama, Family",PG,,3
Craig T. Nelson,actor,,,,,5,2
Jeremy Irvine,actor,,,,,1,2
Matthew McConaughey,actor,,,,,7,2
Ginnifer Goodwin,actor,,,,,1,2
We're Back! A Dinosaur's Story,movie,1993,6.0,"Animation, Adventure, Comedy",G,,3
Ritu Arya,actor,,,,,1,2
Kat Stewart,actor,,,,,1,2
Patrick Warburton,actor,,,,,1,2
K.J. Apa,actor,,,,,1,2
Jeroen Krabbé,actor,,,,,1,2
My Best Friend's Wedding,movie,1997,6.3,"Comedy, Drama, Romance",PG-13,,3
X-Men: Apocalypse,movie,2016,6.9,"Action, Adventure, Sci-Fi",PG-13,,3
Peacock,movie,2010,6.2,"Drama, Mystery, Thriller",PG-13,,3
Pat Boone,actor,,,,,1,2
Perry Lopez,actor,,,,,1,2
Jack Reacher,movie,2012,7.0,"Action, Mystery, Thriller",PG-13,,3
Baljinder Kaur,actor,,,,,1,2
Giancarlo Esposito,actor,,,,,2,2
What Just Happened,movie,2008,5.6,"Comedy, Drama",R,,3
Sean Connery,actor,,,,,5,2
Billy Crystal,actor,,,,,7,2
John Hollingworth,actor,,,,,1,2
Vincent Ebrahim,actor,,,,,1,2
Debby Bishop,actor,,,,,1,2
Jake Busey,actor,,,,,1,2
Sandra Bernhard,actor,,,,,1,2
Turbo,movie,2013,6.4,"Animation, Adventure, Comedy",PG,,3
Blood Diamond,movie,2006,8.0,"Adventure, Drama, Thriller",R,,3
Meadow Nobrega,actor,,,,,1,2
Ice Cube,actor,,,,,1,2
The Deer Hunter,movie,1978,8.1,"Drama, War",R,,3
Alan Tudyk,actor,,,,,2,2
Gloria Estefan,actor,,,,,1,2
Gene Raymond,actor,,,,,1,2
Bunraku,movie,2010,6.1,"Action, Drama, Thriller",R,,3
Eliza Bennett,actor,,,,,1,2
The Book of Life,movie,2014,7.2,"Animation, Adventure, Comedy",PG,,3
A Man Called Otto,movie,2022,7.5,"Comedy, Drama",PG-13,,3
Annie Potts,actor,,,,,1,2
Dominique McElligott,actor,,,,,1,2
Peter MacQueen,actor,,,,,1,2
Rob Lowe,actor,,,,,2,2
Dawn of the Planet of the Apes,movie,2014,7.6,"Action, Adventure, Drama",PG-13,,3
Saving Private Ryan,movie,1998,8.6,"Drama, War",R,,3
Lois Hall,actor,,,,,1,2
James Ray,actor,,,,,1,1
A Hologram for the King,movie,2016,6.1,"Comedy, Drama, Romance",R,,3
Roseanne Barr,actor,,,,,1,2
Alicia Silverstone,actor,,,,,2,2
Andrew Kevin Walker,actor,,,,,1,2
Emory Cohen,actor,,,,,1,2
Nican Robinson,actor,,,,,1,2
Things to Do in Denver When You're Dead,movie,1995,6.7,"Crime, Drama, Thriller",R,,3
Bullet Train,movie,2022,7.3,"Action, Comedy, Thriller",R,,3
Blue Jasmine,movie,2013,7.3,"Comedy, Drama",PG-13,,3
Jason Robards,actor,,,,,2,2
Daryl Hannah,actor,,,,,3,2
Andre Braugher,actor,,,,,1,2
Javier Cámara,actor,,,,,1,2
The Burning Plain,movie,2008,6.8,"Crime, Drama, Mystery",R,,3
Wesley Snipes,actor,,,,,3,2
The Iron Lady,movie,2011,6.4,"Biography, Drama",PG-13,,3
Jamie Bell,actor,,,,,2,2
Fish Tank,movie,2009,7.3,Drama,Not Rated,,3
Dianne Wiest,actor,,,,,17,1
Dabney Coleman,actor,,,,,1,2
Jason Spevack,actor,,,,,1,2
Alexander Skarsgård,actor,,,,,2,2
The Disappearance of Eleanor Rigby: Him,movie,2013,6.8,"Drama, Romance",R,,3
Gina Torres,actor,,,,,1,2
Brian Keith,actor,,,,,1,2
Clouds,movie,2020,7.5,"Biography, Drama, Music",PG-13,,3
Minority Report,movie,2002,7.6,"Action, Crime, Mystery",PG-13,,3
Phenomenon,movie,1996,6.4,"Drama, Fantasy, Romance",PG,,3
Steve Martin,actor,,,,,6,2
Megan Ward,actor,,,,,1,2
Super,movie,2010,6.7,"Action, Comedy, Crime",R,,1
Child 44,movie,2015,6.4,"Crime, Drama, History",R,,3
Janet McTeer,actor,,,,,1,2
Jatin Goswami,actor,,,,,1,2
Gemma Arterton,actor,,,,,1,2
Uma Thurman,actor,,,,,9,2
Connie Nielsen,actor,,,,,1,2
Trouble with the Curve,movie,2012,6.8,"Drama, Sport",PG-13,,3
Welcome to the Punch,movie,2013,6.1,"Action, Crime, Thriller",R,,3
Tom Cruise,actor,,,,,39,1
Friends with Money,movie,2006,5.8,"Comedy, Drama, Romance",R,,3
Jasmine Trinca,actor,,,,,1,2
With Honors,movie,1994,6.7,"Comedy, Drama",PG-13,,3
Office Space,movie,1999,7.6,Comedy,R,,3
The Accidental Husband,movie,2008,5.5,"Comedy, Romance",PG-13,,3
Kirk Acevedo,actor,,,,,1,2
Atonement,movie,2007,7.8,"Drama, Mystery, Romance",R,,3
Jon Favreau,actor,,,,,2,2
Jennifer Tilly,actor,,,,,2,2
Chris Sarandon,actor,,,,,1,2
Wendell Pierce,actor,,,,,1,2
Fred Savage,actor,,,,,1,2
Sam Worthington,actor,,,,,1,2
Jonas Karlsson,actor,,,,,1,2
Laura Benanti,actor,,,,,1,2
Robert Redford,actor,,,,,6,2
Janet Leigh,actor,,,,,1,2
Thora Birch,actor,,,,,1,2
The Joneses,movie,2009,6.4,"Comedy, Drama",R,,3
Gregory Hines,actor,,,,,1,2
Three to Tango,movie,1999,6.0,"Comedy, Romance",PG-13,,3
2 Days in the Valley,movie,1996,6.5,"Comedy, Crime, Thriller",R,,3
Ron Livingston,actor,,,,,2,2
Jack O'Connell,actor,,,,,3,2
Adewale Akinnuoye-Agbaje,actor,,,,,2,2
"Three Billboards Outside Ebbing, Missouri",movie,2017,8.1,"Comedy, Crime, Drama",R,,3
Jack Nance,actor,,,,,1,2
Jessica Tandy,actor,,,,,1,2
The Score,movie,2001,6.8,"Action, Crime, Drama",R,,3
Mariana Treviño,actor,,,,,1,2
Paul Schneider,actor,,,,,1,2
Uncommon Valor,movie,1983,6.3,"Action, Drama, Thriller",R,,3
Tom Hanks,actor,,,,,54,1
Robin Hood: Prince of Thieves,movie,1991,6.9,"Action, Adventure, Drama",PG-13,,3
Ben Whishaw,actor,,,,,1,2
Aleksey Serebryakov,actor,,,,,1,2
Michael Paré,actor,,,,,1,2
David Morse,actor,,,,,5,2
Tom Waits,actor,,,,,2,2
Chris Isaak,actor,,,,,2,2
Freddie Highmore,actor,,,,,2,2
Luke Aikman,actor,,,,,1,2
Max Thieriot,actor,,,,,2,2
Wes Bentley,actor,,,,,1,2
Charlie Plummer,actor,,,,,1,2
David Arquette,actor,,,,,4,2
Denholm Elliott,actor,,,,,1,2
Pico Alexander,actor,,,,,1,2
